MUNICÍPIO,ESCOLA,LOCALIZAÇÃO,CÓDIGO DO INEP,TIPO,
Eldorado,ESCOLA MUNICIPAL INDIGENA MBO ERO TAVA OKARA RENDY,RURAL,50029886,MUNICIPAL,
Fátima do Sul,CEI - PINGO DE GENTE,URBANA,50029851,MUNICIPAL,
Fátima do Sul,CEIM - ABELHINHA,URBANA,50064819,MUNICIPAL,
Fátima do Sul,CEIM CRIANCA FELIZ,RURAL,50028146,MUNICIPAL,
Fátima do Sul,CEIM PROF IVELY MONTEIRO,URBANA,50031970,MUNICIPAL,
Fátima do Sul,CENTRO DE EDUCACAO INFANTIL FAVO DE MEL,URBANA,50063839,MUNICIPAL,
Fátima do Sul,EM FAVO DE MEL,URBANA,50022032,MUNICIPAL,
Fátima do Sul,EM O PIONEIRO,RURAL,50031015,MUNICIPAL,
Fátima do Sul,EM SAO FRANCISCO,URBANA,50032658,MUNICIPAL,
Figueirão,CRECHE MUNICIPAL DE EDUCACAO INFANTIL FRANCISCO ROGERIO BARBOSA OLIVEIRA,URBANA,50034243,MUNICIPAL,
Figueirão,ESCOLA MUNICIPAL PROF ANTONIO INACIO FURTADO - POLO,URBANA,50030078,MUNICIPAL,
Glória de Dourados,CMEI - PROF LUIZ PINHEIRO SILVA,URBANA,50033727,MUNICIPAL,
Glória de Dourados,EM DOIS DE MAIO - POLO,URBANA,50020390,MUNICIPAL,
Glória de Dourados,EM MARINHA DO BRASIL,URBANA,50020404,MUNICIPAL,
Guia Lopes da Laguna,CEI - VITALINA MARTINEZ SILVA,URBANA,50025660,MUNICIPAL,
Guia Lopes da Laguna,EM AGRICOLA GUIA LOPES,URBANA,50022342,MUNICIPAL,
Guia Lopes da Laguna,EM BASILIO BARBOSA,URBANA,50014463,MUNICIPAL,
Guia Lopes da Laguna,EMEI PROFª CANDINHA,URBANA,50014447,MUNICIPAL,
Iguatemi,CEI - MENINO JESUS,URBANA,50026666,MUNICIPAL,
Iguatemi,CENTRO DE EDUCACAO INFANTIL SAO JOSE,URBANA,50026550,MUNICIPAL,
Iguatemi,CENTRO EDUC PROF SALVADOR NOGUEIRA - POLO,URBANA,50024434,MUNICIPAL,
Iguatemi,CENTRO EDUCACIONAL MUNICIPAL RURAL NOVA IGUATEMI,RURAL,50025198,MUNICIPAL,
Iguatemi,CMEI - ROSA VITORELLI DA CRUZ,URBANA,50072870,MUNICIPAL,
Iguatemi,EMEI - POLO PROF GILBERTO DE ARAUJO TEIXEIRA,URBANA,50020749,MUNICIPAL,
Iguatemi,ESCOLA MUNICIPAL RURAL JOAO PAULO I,RURAL,50020684,MUNICIPAL,
Iguatemi,ESCOLA MUNICIPAL TANCREDO NEVES-POLO,URBANA,50020676,MUNICIPAL,
Inocência,CEI - PROF OLIVALTO ELIAS DA SILVA,URBANA,50011243,MUNICIPAL,
Inocência,CEINF - MARGARIDA TOMAZIA DE PAULA - VO NONA,URBANA,50025430,MUNICIPAL,
Inocência,ESCOLA MUNICIPAL CIRILO ANOENA DA COSTA,RURAL,50011278,MUNICIPAL,
Itaporã,CMEI - MARIA RODRIGUES DIAS,URBANA,50026577,MUNICIPAL,
Itaporã,CMEI MILTON MENANI,URBANA,50034189,MUNICIPAL,
Itaporã,EM PROFESSORA ROZANIA MOURA DE LIMA,URBANA,50032453,MUNICIPAL,
Itaporã,EM PROFESSORA SONIA TEIXEIRA PAIVA - POLO,URBANA,50017659,MUNICIPAL,
Itaporã,ESCOLA MUNICIPAL VEREADOR SALVADOR FERREIRA DE AGUIAR - POLO,URBANA,50024906,MUNICIPAL,
Itaquiraí,CEI PEQUENO PRINCIPE,URBANA,50029045,MUNICIPAL,
Itaquiraí,CEI PROF MARLENE PEREIRA KAMAKURA,URBANA,50072889,MUNICIPAL,
Itaquiraí,CEI SITIO DO PICA PAU AMARELO,URBANA,50020811,MUNICIPAL,
Itaquiraí,EM SANTA ROSA,RURAL,50031554,MUNICIPAL,
Itaquiraí,EMPEPG JARDIM PRIMAVERA,URBANA,50020773,MUNICIPAL,
Ivinhema,EM ORLIENE MARCON - POLO,URBANA,50020960,MUNICIPAL,
Ivinhema,EMR BENEDITA FIGUEIRO DE OLIVEIRA - POLO,RURAL,50020870,MUNICIPAL,
Ivinhema,ESCOLA MUNICIPAL PROFESSOR LUIZINHO-POLO,URBANA,50033220,MUNICIPAL,
Ivinhema,ESCOLA MUNICIPAL PROFº SIDENEY CARLOS COSTA,URBANA,50020862,MUNICIPAL,
Ivinhema,ESCOLA MUNICIPAL RURAL JOSE DO PATROCINIO - POLO,RURAL,50024116,MUNICIPAL,
Japorã,CEI - ODINA GONCALVES FRANZONI,URBANA,50064800,MUNICIPAL,
Japorã,CEI - PRE-ESCOLAR JOSE JOAQUIM DE BRITO,URBANA,50060830,MUNICIPAL,
Japorã,EM INDIGENA DE EIEF MBO EHAO TEKOHA GUARANI POLO,RURAL,50029460,MUNICIPAL,
Japorã,EPMEIEF JOSE DE ALENCAR,RURAL,50021036,MUNICIPAL,
Jaraguari,CEINF- SANTA RITA DE CASSIA-POLO,URBANA,50025457,MUNICIPAL,
Jaraguari,EMEF FRANCISCO ANTONIO DE SOUZA - POLO,URBANA,50009478,MUNICIPAL,
Jaraguari,EMREF DIONIZIO ANTONIO VIEIRA,RURAL,50022385,MUNICIPAL,
Jaraguari,ESCOLA MUNICIPAL LUIZ DE ALBUQUERQUE - POLO,RURAL,50009630,MUNICIPAL,
Jardim,CENTRO INTEGRADO DE EDUCACAO INFANTIL APARECIDA DA SILVA JACOB,URBANA,50033042,MUNICIPAL,
Jardim,CIEI - DR JOSE JOAQUIM MONTEIRO DE CASTRO POLO,URBANA,50014617,MUNICIPAL,
Jardim,CIEI - FERNANDO AUGUSTO FREITAS,URBANA,50029975,MUNICIPAL,
Jardim,CIEI - GERALDO NANTES MARTINS,URBANA,50028936,MUNICIPAL,
Jardim,EM CHAQUIB KADRI,URBANA,50014714,MUNICIPAL,
Jardim,EM MAJOR ALBERTO RODRIGUES DA COSTA,URBANA,50014692,MUNICIPAL,
Jardim,EM OSWALDO FERNANDES MONTEIRO-POLO,URBANA,50014706,MUNICIPAL,
Jardim,EM PREF ESTACIO CUNHA MARTINS,RURAL,50014854,MUNICIPAL,
Jardim,EM PROFª BERACY BRUNET BARBOSA,URBANA,50014730,MUNICIPAL,
Jardim,EM PROFª RUFINA LOUREIRO CALDAS,URBANA,50014749,MUNICIPAL,
Jardim,EM ZEUS BENEVIDES,URBANA,50014765,MUNICIPAL,
Jardim,ESCOLA MUNICIPAL CASTELO BRANCO,URBANA,50014676,MUNICIPAL,
Jateí,CMEI RECANTO DO SABER,URBANA,50028928,MUNICIPAL,
Jateí,EMR PROF JOVELINO CELESTINO DOS SANTOS-POLO,RURAL,50021109,MUNICIPAL,
Juti,CEI - JANELINHA DO SABER,URBANA,50031660,MUNICIPAL,
Juti,CEIM - MARCY BRANDAO FERNANDES-POLO,URBANA,50030795,MUNICIPAL,
Juti,EM INDIGENA MBO EROGA TAPERANDI,RURAL,50079808,MUNICIPAL,
Juti,EM INDIGENA MBO-ERO ARANDUI,RURAL,50029959,MUNICIPAL,
Juti,ESCOLA MUNICIPAL DORACI DE FREITAS FERNANDES-POLO,URBANA,50017802,MUNICIPAL,
Ladário,CEMEI - MARIANO DA SILVA CARNEIRO,URBANA,50032666,MUNICIPAL,
Ladário,CEMEI - NEUSA ASSAD MALTA,URBANA,50031767,MUNICIPAL,
Ladário,CEMEI - PROF ANTONIO FLORENCIO DE MACEDO,URBANA,50026607,MUNICIPAL,
Ladário,CEMEI - ROSA PEDROSSIAN,URBANA,50033204,MUNICIPAL,
Ladário,CEMEI HELOISA HURT,URBANA,50033395,MUNICIPAL,
Ladário,CEMEI PE ERNESTO SASSIDA,URBANA,50031880,MUNICIPAL,
Ladário,EM 17 DE MARCO,URBANA,50000683,MUNICIPAL,
Ladário,EM EDUARDO MALHADO,URBANA,50033409,MUNICIPAL,
Ladário,EM FAROL DO NORTE,URBANA,50000691,MUNICIPAL,
Ladário,EM IRMA REGULA,URBANA,50032674,MUNICIPAL,
Ladário,EM NELSON MANGABEIRA,URBANA,50031511,MUNICIPAL,
Ladário,EM PROF JOAO BAPTISTA,URBANA,50000705,MUNICIPAL,
Ladário,EMR MARIA ANA RUSO,RURAL,50032798,MUNICIPAL,
Ladário,ESCOLA MUNICIPAL FRANCISCO MENDES SAMPAIO,URBANA,50059998,MUNICIPAL,
Ladário,ESCOLA MUNICIPAL MARQUES DE TAMANDARE,URBANA,50039407,MUNICIPAL,
Laguna Carapã,CENTRO DE EDUCACAO INFANTIL DOLVANINO TRICHES,URBANA,50027662,MUNICIPAL,
Laguna Carapã,EMEF PROFª JUDITH DOS REIS ESPINDOLA,URBANA,50017845,MUNICIPAL,
Laguna Carapã,ESCOLA POLO MEIEF CAMPANARIO,RURAL,50017810,MUNICIPAL,
Laguna Carapã,MBO EROGA OKARA POTY ESCOLA TERREIRO DE FLORES,RURAL,50029916,MUNICIPAL,
Laguna Carapã,MBO EROY JEGUAKA POTY ESCOLA COCAR DE FLORES,RURAL,50029908,MUNICIPAL,
Maracaju,CENTRO INTEGRADO DE EDUCACAO INFANTIL GREGORIA MARTINS,URBANA,50031392,MUNICIPAL,
Maracaju,CENTRO INTEGRADO DE EDUCACAO INFANTIL JOANA SAYD,URBANA,50033166,MUNICIPAL,
Maracaju,CENTRO INTEGRADO DE EDUCACAO INFANTIL NOSSA SENHORA AUXILIADORA,URBANA,50025341,MUNICIPAL,
Maracaju,CENTRO INTEGRADO DE EDUCACAO INFANTIL SAO BENEDITO,URBANA,50025350,MUNICIPAL,
Maracaju,CENTRO INTEGRADO DE EDUCACAO INFANTIL WALTRUDES FERREIRA MUZZI,URBANA,50022520,MUNICIPAL,
Maracaju,CIEI SRª MARIA DALPHINA REZENDE DE CASTRO,URBANA,50028391,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL CIRO ANIZ,URBANA,50032160,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL EDUCAR PARA CRESCER,URBANA,50060805,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL INDIGENA VELARIO SUCURIY,RURAL,50049801,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL JOAO BATISTA LINO BRAGA,URBANA,50018051,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL JOAO PEDRO FERNANDES,URBANA,50018060,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL JOSE PEREIRA DA ROSA,URBANA,50018078,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL JULIO MULLER,URBANA,50018221,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL PROFESSORA CECILIA DE CASTRO MINERVINI,URBANA,50034642,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL PROFESSORA IRMA DE LIMA MATOS,URBANA,50018086,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL PROFESSORA MAURICIA PARE GOMES,URBANA,50022539,MUNICIPAL,
Maracaju,ESCOLA MUNICIPAL RURAL SANTA GUILHERMINA - POLO,RURAL,50028383,MUNICIPAL,
Miranda,CAIC - MARIA HENRIQUETA REBUA SIUFI,URBANA,50026461,MUNICIPAL,
Miranda,CENTRO DE EDUCACAO INFANTIL SAO FRANCISCO DE ASSIS,URBANA,50002503,MUNICIPAL,
Miranda,CENTRO DE EDUCACAO INFANTIL VO EMILIANA,URBANA,50063804,MUNICIPAL,
Miranda,CENTRO INFANTIL OLIVA PROENCA BOSSAY,URBANA,50028421,MUNICIPAL,
Miranda,E M U ROBERTO PAULO ALMEIDA,URBANA,50042009,MUNICIPAL,
Miranda,EM INDIGENA POLO PILAD REBUA,RURAL,50002538,MUNICIPAL,
Miranda,EMI POLO PRESIDENTE JOAO FIGUEIREDO,RURAL,50028413,MUNICIPAL,
Miranda,EMR POLO RAIMUNDO DOS SANTOS,RURAL,50002783,MUNICIPAL,
Miranda,EMU 15 DE OUTUBRO,URBANA,50002570,MUNICIPAL,
Miranda,EMU ESTANISLAU BOSSAY,URBANA,50024256,MUNICIPAL,
Miranda,EMU MARIA DO ROSARIO,URBANA,50002856,MUNICIPAL,
Miranda,EMU WALDEMAR JOAO DE SOUZA,URBANA,50002830,MUNICIPAL,
Miranda,ESCOLA MUNICIPAL INDIGENA POLO CORONEL NICOLAU HORTA BARBOSA,RURAL,50002520,MUNICIPAL,
Miranda,ESCOLA MUNICIPAL INDIGENA POLO FELIPE ANTONIO,RURAL,50033140,MUNICIPAL,
Mundo Novo,CEI - ELMO JORGE DE SOUZA,URBANA,50082906,MUNICIPAL,
Mundo Novo,CEI - MONTEIRO LOBATO,URBANA,50030515,MUNICIPAL,
Mundo Novo,CEI GUAICURU,URBANA,50027050,MUNICIPAL,
Mundo Novo,CEI JOSE HONORATO DA SILVA,URBANA,50031996,MUNICIPAL,
Mundo Novo,CEI PAULO FREIRE,URBANA,50021150,MUNICIPAL,
Mundo Novo,ESCOLA MUNICIPAL CARLOS CHAGAS,URBANA,50021257,MUNICIPAL,
Naviraí,CENTRO INTEGRADO DE EDUCACAO INFANTIL PROFESSORA ZENAIDE NUNES DOS SANTOS,URBANA,50032917,MUNICIPAL,
Naviraí,CIEI - MARIA JOSE DA SILVA CANCADO,URBANA,50021290,MUNICIPAL,
Naviraí,CIEI - SONHO DE CRIANCA,URBANA,50029991,MUNICIPAL,
Naviraí,CIEI VERA MARIA DE BRIDA,URBANA,50029568,MUNICIPAL,
Naviraí,CMEI - IRMA EVANETE DOS SANTOS,URBANA,50027107,MUNICIPAL,
Naviraí,CRECHE EVA MORAES DE OLIVEIRA,URBANA,50061801,MUNICIPAL,
Naviraí,EMEF CANDIDO DE MARCO - POLO E EXTENSOES,RURAL,50021419,MUNICIPAL,
Naviraí,EMEF MARECHAL RONDON,URBANA,50021427,MUNICIPAL,
Naviraí,EMEF PROF JOSE CARLOS DA SILVA,URBANA,50041002,MUNICIPAL,
Naviraí,EMEF PROF MILTON DIAS PORTO,URBANA,50022660,MUNICIPAL,
Naviraí,EMEF PROFª MARIA DE LOURDES AQUINO SOTANA,URBANA,50021397,MUNICIPAL,
Naviraí,EMEIEF JOSE MARTINS FLORES,URBANA,50030639,MUNICIPAL,
Naviraí,EMEIEF VER ODERCIO NUNES DE MATOS,URBANA,50021400,MUNICIPAL,
Naviraí,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR DIOMEDES VALENTIM CERRI,URBANA,50033859,MUNICIPAL,
Nioaque,CEI - AMALIA MARTINS GAZOTE-POLO-EXTENSAO MUNDO ENCANTADO,URBANA,50025619,MUNICIPAL,
Nioaque,E M NOE NOGUEIRA - POLO,RURAL,50026836,MUNICIPAL,
Nioaque,EM 03 DE DEZEMBRO,RURAL,50026828,MUNICIPAL,
Nioaque,EM GUILHERME CORREA DA SILVA - POLO,URBANA,50014900,MUNICIPAL,
Nioaque,ESCOLA MUNICIPAL DR JOSE GARCIA NETTO,RURAL,50014927,MUNICIPAL,
Nioaque,ESCOLA MUNICIPAL INDIGENA GABRIEL LAUREANO-POLO,RURAL,50034235,MUNICIPAL,
Nioaque,ESCOLA MUNICIPAL INDIGENA PROFESSOR EUGENIO DE SOUZA,RURAL,50024264,MUNICIPAL,
Nova Alvorada do Sul,CENTRO MUNICIPAL DE EDUCACAO INFANTIL EDJANE JOSEFA DOS SANTOS - POLO,URBANA,50025627,MUNICIPAL,
Nova Alvorada do Sul,CENTRO MUNICIPAL DE EDUCACAO INFANTIL IZAURA FLAVIO MARQUES - POLO,URBANA,50031791,MUNICIPAL,
Nova Alvorada do Sul,ESCOLA MUNICIPAL ADENISALDO ARAUJO DE REZENDE,URBANA,50018248,MUNICIPAL,
Nova Alvorada do Sul,ESCOLA MUNICIPAL AGRICOLA JOAQUIM DOMINGOS,RURAL,50023543,MUNICIPAL,
Nova Alvorada do Sul,ESCOLA MUNICIPAL IRES BRUNETTO - POLO,URBANA,50072897,MUNICIPAL,
Nova Alvorada do Sul,ESCOLA MUNICIPAL JEANET ALVEZ ZIELASKO GARCIA - POLO,URBANA,50032844,MUNICIPAL,
Nova Alvorada do Sul,ESCOLA MUNICIPAL LEONOR DE SOUZA ARAUJO,URBANA,50018256,MUNICIPAL,
Nova Alvorada do Sul,ESCOLA MUNICIPAL MARTINHO BARBOSA MARTINS,RURAL,50018264,MUNICIPAL,
Nova Alvorada do Sul,ESCOLA MUNICIPAL PROFESSOR JOSE HENRIQUE DIMICIANO PORTO,RURAL,50031414,MUNICIPAL,
Nova Alvorada do Sul,ESCOLA MUNICIPAL ROSALVO DA ROCHA RODRIGUES - POLO,RURAL,50024531,MUNICIPAL,
Nova Andradina,CEI - PAULO SILVEIRA FATTOR,URBANA,50027611,MUNICIPAL,
Nova Andradina,CEINF - CENTRO DE EDUCACAO INFANTIL EDUCAR PARA CRESCER,URBANA,50063847,MUNICIPAL,
Nova Andradina,CEINF - ELIZABETH DE ROBIANO,URBANA,50053809,MUNICIPAL,
Nova Andradina,CEINF - MONTEIRO LOBATO,URBANA,50031449,MUNICIPAL,
Nova Andradina,CEINF - PEQUENO PRINCIPE,URBANA,50062808,MUNICIPAL,
Nova Andradina,CEINF - PROFª MARLY MORETTI HERNANDES,URBANA,50034200,MUNICIPAL,
Nova Andradina,CEINF - RITA RIBEIRO HASHINOKUTI,URBANA,50031856,MUNICIPAL,
Nova Andradina,CEINF MUNDO ENCANTADO,URBANA,50030736,MUNICIPAL,
Nova Andradina,CEINF PROF LUIZ CARLOS SAMPAIO,URBANA,50059971,MUNICIPAL,
Nova Andradina,CEINF SONHO DE CRIANCA,URBANA,50026291,MUNICIPAL,
Nova Andradina,EM ANTONIO JOAQUIM DE MOURA ANDRADE,URBANA,50031430,MUNICIPAL,
Nova Andradina,EM ARCO-IRIS - POLO,URBANA,50022580,MUNICIPAL,
Nova Andradina,EM BRINCANDO DE APRENDER - POLO,URBANA,50023632,MUNICIPAL,
Nova Andradina,EM LUIS CLAUDIO JOSUE,RURAL,50027620,MUNICIPAL,
Nova Andradina,EM MACHADO DE ASSIS - POLO,RURAL,50013491,MUNICIPAL,
Nova Andradina,EM MUNDO DA CRIANCA,URBANA,50013440,MUNICIPAL,
Nova Andradina,EM PINGO DE GENTE - POLO,URBANA,50013459,MUNICIPAL,
Nova Andradina,EM PROF DELMIRO SALVIONE BONIN,RURAL,50023624,MUNICIPAL,
Nova Andradina,EM PROF JOAO DE LIMA PAES,URBANA,50013467,MUNICIPAL,
Nova Andradina,EM PROFª EFANTINA DE QUADROS,URBANA,50029576,MUNICIPAL,
Novo Horizonte do Sul,CEI - LUAN KAIBER MIRANDA,URBANA,50030833,MUNICIPAL,
Novo Horizonte do Sul,EM PROF EDUARDO PEREIRA CALADO,URBANA,50021494,MUNICIPAL,
Paraíso das Águas,EM PROFESSORA LIZETE RIVELLI ALPE - POLO,URBANA,50030663,MUNICIPAL,
Paraíso das Águas,ESCOLA MUNICIPAL AVO NEGUINHA - POLO,URBANA,50034502,MUNICIPAL,
Paranaíba,CEINF ANTONIA MAINARDI OVIDIO,URBANA,50030949,MUNICIPAL,
Paranaíba,CEINF CAIO SILVA BEVILAQUA,URBANA,50032119,MUNICIPAL,
Paranaíba,CEINF- DONA MARLENE MARIA DE SENE SOUZA - POLO,URBANA,50022709,MUNICIPAL,
Paranaíba,CEINF IRMA DULCE,URBANA,50033999,MUNICIPAL,
Paranaíba,CEINF PROFª GERTRUDES ALVES BARDELIN,URBANA,50033158,MUNICIPAL,
Paranaíba,EM CAPITAO ALTINO LOPES,RURAL,50022717,MUNICIPAL,
Paranaíba,EM DONA MARIA PAULA DE OLIVEIRA - POLO,RURAL,50011600,MUNICIPAL,
Paranaíba,EM MAJOR FRANCISCO FAUSTINO DIAS,URBANA,50011448,MUNICIPAL,
Paranaíba,EM PROF IGNACIO JOSE DA SILVA,URBANA,50025678,MUNICIPAL,
Paranaíba,EM PROF MARIA LUIZA CORREA MACHADO,URBANA,50011456,MUNICIPAL,
Paranaíba,EM PROFª LIDUVINA MOTTA CAMARGO,URBANA,50011464,MUNICIPAL,
Paranaíba,ESCOLA MUNICIPAL JOAO CHAVES DOS SANTOS - POLO,RURAL,50011499,MUNICIPAL,
Paranhos,CENTRO DE EDUCACAO INFANTIL CRIANCA FELIZ,URBANA,50028600,MUNICIPAL,
Paranhos,CENTRO DE EDUCACAO INFANTIL MAMAE ANTONIA,URBANA,50022628,MUNICIPAL,
Paranhos,CENTRO DE EDUCACAO INFANTIL MONTEIRO LOBATO,URBANA,50031210,MUNICIPAL,
Paranhos,ESCOLA MUNICIPAL DR MITSURO SAITO,URBANA,50021559,MUNICIPAL,
Paranhos,ESCOLA MUNICIPAL INDIGENA CHICO VALIENTE,RURAL,50034707,MUNICIPAL,
Paranhos,ESCOLA MUNICIPAL INDIGENA ELIODORO GONCALVES,RURAL,50034715,MUNICIPAL,
Paranhos,ESCOLA MUNICIPAL INDIGENA GIL PIRES,RURAL,50034723,MUNICIPAL,
Paranhos,ESCOLA MUNICIPAL PANCHO ROMERO,RURAL,50022636,MUNICIPAL,
Paranhos,ESCOLA MUNICIPAL POLO SAO JOSE,RURAL,50021621,MUNICIPAL,
Paranhos,ESCOLA MUNICIPAL PROF ADRIANO PIRES,RURAL,50021591,MUNICIPAL,
Paranhos,ESCOLA MUNICIPAL VEREADOR IVO ILMO WACHSMANN,URBANA,50030574,MUNICIPAL,
Pedro Gomes,CEI - ESTUDANTE ELVIRA TEODORO JESUS DE FARIAS - POLO,URBANA,50003844,MUNICIPAL,
Pedro Gomes,EM ARCHANGELA MOURAO FONTOURA - POLO,URBANA,50003895,MUNICIPAL,
Pedro Gomes,EM SANTO ANTONIO,URBANA,50003992,MUNICIPAL,
Pedro Gomes,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA MARIA MATOS DE MORAIS,URBANA,50034111,MUNICIPAL,
Ponta Porã,CEINF - ELPIDIO PELUFFO,URBANA,50031309,MUNICIPAL,
Ponta Porã,CEINF - PROF CONRADO CANTEIRO,URBANA,50028405,MUNICIPAL,
Ponta Porã,CEINF - PROF MARIO OCARIS ROSA,URBANA,50027441,MUNICIPAL,
Ponta Porã,CEINF - PROFª EURORA RAMOS DE OLIVEIRA,URBANA,50023608,MUNICIPAL,
Ponta Porã,CEINF - PROFª LAUREANA PALERMO FERNANDES,URBANA,50062824,MUNICIPAL,
Ponta Porã,CEINF ANSELMO SOARES DE FRANCA,URBANA,50033131,MUNICIPAL,
Ponta Porã,CEINF PROFª EUGENIA GONZALES DA SILVA,URBANA,50030183,MUNICIPAL,
Ponta Porã,CENTRO DE EDUCACAO INFANTIL- PROFª JOANA FERREIRA FRANCO BARRIOS,URBANA,50027450,MUNICIPAL,
Ponta Porã,E POLO MUNICIPAL JOAO CARLOS PINHEIRO MARQUES,URBANA,50018493,MUNICIPAL,
Ponta Porã,EM INDIGENA JATAYVARY,RURAL,50019058,MUNICIPAL,
Ponta Porã,EM INDIGENA MITA TAVYTERA,RURAL,50029878,MUNICIPAL,
Ponta Porã,EM MANOEL MARTINS,URBANA,50028111,MUNICIPAL,
Ponta Porã,EM MARIA LIGIA BORGES GARCIA,URBANA,50018540,MUNICIPAL,
Ponta Porã,EM PROFª CONCEICAO CAPIBERIBE SALDANHA,URBANA,50023578,MUNICIPAL,
Ponta Porã,EM PROFª MARLY CAVALHEIRO ROJAS,URBANA,50031473,MUNICIPAL,
Ponta Porã,EM RURAL NOVA CONQUISTA,RURAL,50029860,MUNICIPAL,
Ponta Porã,EM SAO JOAO,URBANA,50018604,MUNICIPAL,
Ponta Porã,EPMR OSVALDO DE ALMEIDA MATOS,RURAL,50018949,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL COOPORA,URBANA,50018639,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL DE MUSICA DONA IRACEMA,URBANA,50034065,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL LYDIO LIMA,URBANA,50018515,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL PREF ORLANDO MENDES GONCALVES,URBANA,50034057,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL PREFEITO ADE MARQUES,URBANA,50018566,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL PROFª ZAIRA PORTELA,URBANA,50033190,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL PROFESSOR ISAAC BORGES CAPILLE,URBANA,50018574,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL RAMIRO NORONHA,URBANA,50018469,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL RURAL GRACA DE DEUS,RURAL,50019040,MUNICIPAL,
Ponta Porã,ESCOLA MUNICIPAL RURAL JUVENAL FROES,RURAL,50030647,MUNICIPAL,
Ponta Porã,ESCOLA POLO MUNICIPAL IGNES ANDREAZZA,URBANA,50018477,MUNICIPAL,
Ponta Porã,ESCOLA POLO MUNICIPAL JARDIM IVONE,URBANA,50018485,MUNICIPAL,
Ponta Porã,ESCOLA POLO MUNICIPAL MARCONDES FERNANDES PEREIRA,URBANA,50018531,MUNICIPAL,
Ponta Porã,ESCOLA POLO MUNICIPAL PROFª DORA LANDOLFI,URBANA,50030922,MUNICIPAL,
Porto Murtinho,CEI-LAURA VICUNA,URBANA,50023691,MUNICIPAL,
Porto Murtinho,CEINF - RAFAEL CORTADA CODORNIZ,URBANA,50031805,MUNICIPAL,
Porto Murtinho,CENTRO MUNICIPAL DE EDUCACAO ESPECIAL LEANDRO ROLON ROMERO,URBANA,50031821,MUNICIPAL,
Porto Murtinho,EM CLAUDIO DE OLIVEIRA,URBANA,50000802,MUNICIPAL,
Porto Murtinho,EM INDIGENA EJIWAJEGI - POLO E EXTENSOES,RURAL,50000764,MUNICIPAL,
Porto Murtinho,EM INDIGENA KOINUKUNOEN,RURAL,50034405,MUNICIPAL,
Porto Murtinho,EM NOSSA SENHORA DE CAACUPE,URBANA,50023705,MUNICIPAL,
Porto Murtinho,EM PROFª IZA MARIA GAUNA,URBANA,50039202,MUNICIPAL,
Porto Murtinho,EM THOMAZ LARANGEIRA,URBANA,50000810,MUNICIPAL,
Porto Murtinho,EMEI PRIMEIROS PASSOS,URBANA,50028944,MUNICIPAL,
Porto Murtinho,EMR DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL BONIFACIO GOMES POLO E EXTENSOES,RURAL,50000829,MUNICIPAL,
Ribas do Rio Pardo,CEINF - PINGO DE GENTE,URBANA,50076809,MUNICIPAL,
Ribas do Rio Pardo,CENTRO DE EDUCACAO INFANTIL CRIANCEIRAS,URBANA,50033026,MUNICIPAL,
Ribas do Rio Pardo,CRECHE MUNICIPAL IVONE ARAUJO BARROS ABES,URBANA,50031643,MUNICIPAL,
Ribas do Rio Pardo,EM ALCINDO VICENTE FERREIRA,URBANA,50028979,MUNICIPAL,
Ribas do Rio Pardo,EM BALAO MAGICO,URBANA,50023640,MUNICIPAL,
Ribas do Rio Pardo,EM IRACY DA SILVA ALMEIDA,URBANA,50027603,MUNICIPAL,
Ribas do Rio Pardo,EM MAREIDE MONTEIRO DE LIMA,URBANA,50031007,MUNICIPAL,
Ribas do Rio Pardo,EM SAO SEBASTIAO,URBANA,50022024,MUNICIPAL,
Ribas do Rio Pardo,EM USINA DO MIMOSO - POLO,RURAL,50011960,MUNICIPAL,
Rio Brilhante,C EDUC MUL CRIANCA ESPERANCA I,URBANA,50019236,MUNICIPAL,
Rio Brilhante,C EDUC MUL CRIANCA ESPERANCA II,URBANA,50019228,MUNICIPAL,
Rio Brilhante,C EDUC MUL CRIANCA ESPERANCA III,URBANA,50019368,MUNICIPAL,
Rio Brilhante,C EDUC MUL CRIANCA ESPERANCA V,URBANA,50043404,MUNICIPAL,
