"MUNICÍPIO","ZONA","CÓDIGO DO INEP","UNIDADE ESCOLAR","TIPO"
"Água Clara","URBANA","50034421","INSTITUTO EDUCACIONAL CECILIA MEIRELES","PARTICULAR"
"Alcinópolis","URBANA","50029690","CENTRO DE EDUCACAO ESPECIAL DE ALCINOPOLIS - CEDEAL","PARTICULAR"
"Amambai","URBANA","50015095","COLEGIO CELQ","PARTICULAR"
"Amambai","URBANA","50015109","ESCOLA ESPECIAL RENASCER","PARTICULAR"
"Amambai","RURAL","50031171","ESCOLA INFANTIL TUPA SY","PARTICULAR"
"Anastácio","URBANA","50052802","CAOECS- CENTRO DE APOIO E ORIENTACAO ESPECIALIZADO CAMINHOS DO SABER- APAE ANASTACIO","PARTICULAR"
"Anastácio","URBANA","50001515","INSTITUTO EDUCACIONAL DE ANASTACIO","PARTICULAR"
"Anaurilândia","URBANA","50032380","CAEE - CAMINHO DA ESPERANCA","PARTICULAR"
"Anaurilândia","URBANA","50024639","ESCOLA DE EDUC ESP CAMINHO DA ESPERANCA","PARTICULAR"
"Angélica","URBANA","50023993","CENTRO DE EDUCACAO ESPECIAL VALQUIRIA ARRUDA DA SILVA","PARTICULAR"
"Antônio João","URBANA","50030914","CENTRO DE EDUCACAO ESPECIAL SEMENTE DE LUZ - APAE","PARTICULAR"
"Aparecida do Taboado","URBANA","50034588","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE APARECIDA DO TABOADO - MS","PARTICULAR"
"Aparecida do Taboado","URBANA","50011006","CENTRO EDUC DE APARECIDA DO TABOADO - APAE","PARTICULAR"
"Aparecida do Taboado","URBANA","50032690","CENTRO INTEGRADO SESI - SENAI APARECIDA DO TABOADO","PARTICULAR"
"Aparecida do Taboado","URBANA","50032941","ESCOLA DO SESI APARECIDA DO TABOADO","PARTICULAR"
"Aparecida do Taboado","URBANA","50027689","ESCOLA RECANTO","PARTICULAR"
"Aquidauana","URBANA","50032321","CAEE -MARISA SCAFF","PARTICULAR"
"Aquidauana","URBANA","50029762","CCE - CENTRO CRISTAO DE ENSINO EI EF","PARTICULAR"
"Aquidauana","URBANA","50001558","COLEGIO DOM AQUINO","PARTICULAR"
"Aquidauana","URBANA","50001566","ESCOLA ESPECIALIZADA MUNDO FELIZ","PARTICULAR"
"Aquidauana","URBANA","50002040","ESCOLA EVANGELICA LOURENCO BUCKMAN","PARTICULAR"
"Aquidauana","URBANA","50001744","ESCOLA PARTICULAR IRENE CICALISE","PARTICULAR"
"Aquidauana","URBANA","50001850","INSTITUTO EDUCACIONAL FALCAO","PARTICULAR"
"Aral Moreira","URBANA","50082914","CENTRO DE ATENDIMENTO ESPECIAL LUZ E VIDA - APAE","PARTICULAR"
"Bandeirantes","URBANA","50023730","CEEB - CENTRO DE EDUCACAO ESPECIAL BANDEIRANTES HERICLEIA PEREIRA DE SOUZA","PARTICULAR"
"Bandeirantes","URBANA","50021885","EPE CATARINA FURTADO DE SOUZA","PARTICULAR"
"Bandeirantes","URBANA","50033530","ESCOLA CONSTRUINDO O SABER","PARTICULAR"
"Bataguassu","URBANA","50056808","CEI - IRMA PURA PAGANI","PARTICULAR"
"Bataguassu","URBANA","50013017","CENTRO EDUCACIONAL JUVENTUDE DO AMANHA","PARTICULAR"
"Bataguassu","URBANA","50021931","ESCOLA DE EDUCACAO ESPECIAL PROF JOSE DOMINGOS CHIONHA","PARTICULAR"
"Bataguassu","URBANA","50032038","IIEB - INST IDEAL DE ENSINO DE BATAGUASSU","PARTICULAR"
"Batayporã","URBANA","50029720","ESCOLA DE EDUCACAO ESPECIAL LUZ DO AMANHA","PARTICULAR"
"Bela Vista","URBANA","50021877","CENTRO DE EDUCACAO ESPECIAL RIO APA","PARTICULAR"
"Bela Vista","URBANA","50029525","COLEGIO CEFRON","PARTICULAR"
"Bela Vista","URBANA","50013831","COLEGIO CEFRON UNID II","PARTICULAR"
"Bela Vista","URBANA","50030299","COLEGIO LOUREIRO","PARTICULAR"
"Bela Vista","URBANA","50030817","CRECHE SARA NOSSA TERRA","PARTICULAR"
"Bela Vista","URBANA","50014056","INSTITUTO DE EDUCACAO DE BELA VISTA","PARTICULAR"
"Bodoquena","URBANA","50033980","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE BODOQUENA-CAEEB","PARTICULAR"
"Bonito","URBANA","50033093","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO TECENDO SONHOS","PARTICULAR"
"Bonito","URBANA","50028839","COLEGIO HONORATO JACQUES","PARTICULAR"
"Bonito","URBANA","50014285","EPEPG SAGRADA FAMILIA","PARTICULAR"
"Bonito","URBANA","50014340","ESC ESP CAMINHO DA ESPERANCA - PESTALOZZI","PARTICULAR"
"Bonito","URBANA","50034294","ESCOLA INFANTIL NOVA GERACAO","PARTICULAR"
"Bonito","URBANA","50030302","RENOVO INSTITUTO EDUCACIONAL","PARTICULAR"
"Brasilândia","URBANA","50025031","ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS FLORECER","PARTICULAR"
"Caarapó","URBANA","50033077","CENTRO EDUCACIONAL A CORUJINHA","PARTICULAR"
"Caarapó","URBANA","50034324","CENTRO EDUCACIONAL E DE RECREACAO INFANTIL MUNDO ENCANTADO-ME","PARTICULAR"
"Caarapó","URBANA","50021974","ESCOLA DE EDUCACAO ESPECIAL JULIO CESAR NOBRE","PARTICULAR"
"Caarapó","URBANA","50023985","ESCOLA SAO VICENTE","PARTICULAR"
"Camapuã","URBANA","50003070","CENTRO DE EDUCACAO ESPECIAL DE CAMAPUA - MS","PARTICULAR"
"Camapuã","URBANA","50003399","COLEGIO MONTEIRO LOBATO","PARTICULAR"
"Camapuã","URBANA","50024388","CRECHE MENINO JESUS - ASSOCIACAO DE AMPARO AS CRIANCAS DE CAMAPUA","PARTICULAR"
"Campo Grande","URBANA","50022962","AMA - ASSOCIACAO DE PAIS E AMIGOS DO AUTISTA","PARTICULAR"
"Campo Grande","URBANA","50022938","ASEADEM- ASSOCIACAO ESPECIAL DE ATENDIMENTO AO DEFICIENTE MENTAL","PARTICULAR"
"Campo Grande","URBANA","50028022","ASSOC ESP DE APOIO A CRIANCA E AO ADOLESCENTE","PARTICULAR"
"Campo Grande","URBANA","50023136","ASSOCIACAO CAMILLE FLAMMARION","PARTICULAR"
"Campo Grande","URBANA","50028499","ASSOCIACAO CLUBE DE MAES CANTINHO DA AMIZADE","PARTICULAR"
"Campo Grande","URBANA","50026356","ASSOCIACAO EDUCACIONAL ESPIRITA CASA DA CRIANCA","PARTICULAR"
"Campo Grande","URBANA","50022903","ASSOCIACAO ESCOLA CLINICA SANTA TEREZINHA","PARTICULAR"
"Campo Grande","URBANA","50023217","ASSOCIACAO EVANGELICA DE PROTECAO A CRIANCAS","PARTICULAR"
"Campo Grande","URBANA","50009206","ASSOCIACAO FILANTROPICA ACACIA MORENA","PARTICULAR"
"Campo Grande","URBANA","50032640","ASSOCIACAO TAGARELA","PARTICULAR"
"Campo Grande","URBANA","50032704","ASSUPERO - ASSOCIACAO UNIFICADA PAULISTA DE ENSINO RENOVADO OBJETIVO","PARTICULAR"
"Campo Grande","URBANA","50005049","ATIVA IDADE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","PARTICULAR"
"Campo Grande","URBANA","50034286","BERCARIO PAULO FREIRE","PARTICULAR"
"Campo Grande","URBANA","50031716","C EDUCACIONAL LATINO AMERICANO","PARTICULAR"
"Campo Grande","URBANA","50032470","CAEE - GIRASSOL","PARTICULAR"
"Campo Grande","URBANA","50032399","CAEE - PESTALOZZI CAMPO GRANDE","PARTICULAR"
"Campo Grande","URBANA","50022970","CAIRA - CENTRO ARCO IRIS DE REABILITACAO ALTERNATIVA","PARTICULAR"
"Campo Grande","URBANA","50034472","CASA DE MARIA","PARTICULAR"
"Campo Grande","URBANA","50030485","CEC-COLEGIO EVANGELICO CAMPO-GRANDENSE","PARTICULAR"
"Campo Grande","URBANA","50005154","CEDAE - C ESP NO DESENV E ACOMP ESCOLAR","PARTICULAR"
"Campo Grande","URBANA","50028812","CEFAM-CENTRO EDUCACIONAL FELIPE AUGUSTO MARTINS","PARTICULAR"
"Campo Grande","URBANA","50005162","CEGRAN - CENTRO DE ENSINO CAMPOGRANDENSE","PARTICULAR"
"Campo Grande","URBANA","50023381","CEI - FLAMINGOS","PARTICULAR"
"Campo Grande","URBANA","50023233","CEI - JOAO PAULO II","PARTICULAR"
"Campo Grande","URBANA","50005596","CEI - MARIA APARECIDA MORAES DAVILA - SANTA CASA","PARTICULAR"
"Campo Grande","URBANA","50043803","CEI - MORADA DO SOL","PARTICULAR"
"Campo Grande","URBANA","50043609","CEI - NOVA ESPERANCA","PARTICULAR"
"Campo Grande","URBANA","50023330","CEI - PEQUENO PRINCIPE","PARTICULAR"
"Campo Grande","URBANA","50031465","CEIAN- ANANDAMOYI","PARTICULAR"
"Campo Grande","URBANA","50005103","CEINF - PARAISO DA CRIANCA E CE FENNIX","PARTICULAR"
"Campo Grande","URBANA","50033492","CEMAR - CENTRO EDUCACIONAL MARECHAL RONDON","PARTICULAR"
"Campo Grande","URBANA","50033484","CENTEC CURSOS TECNICOS LTDA-ME","PARTICULAR"
"Campo Grande","URBANA","50033972","CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO O CASULO","PARTICULAR"
"Campo Grande","URBANA","50005189","CENTRO DE EDUCACAO ESPECIAL GIRASSOL","PARTICULAR"
"Campo Grande","URBANA","50026003","CENTRO DE EDUCACAO INFANTIL GIRASSOL","PARTICULAR"
"Campo Grande","URBANA","50060821","CENTRO DE EDUCACAO INFANTIL RISCOS E RABISCOS","PARTICULAR"
"Campo Grande","URBANA","50030310","CENTRO DE EDUCACAO INFANTIL SAO DOMINGOS SAVIO","PARTICULAR"
"Campo Grande","URBANA","50028871","CENTRO DE EDUCACAO INFANTIL SOSSEGO DA MAMAE","PARTICULAR"
"Campo Grande","URBANA","50027905","CENTRO DE EDUCACAO INFANTIL VO INEZ","PARTICULAR"
"Campo Grande","URBANA","50028847","CENTRO DE EDUCACAO INTEGRADA LTDA","PARTICULAR"
"Campo Grande","URBANA","50028537","CENTRO DE EDUCACAO PROFISSIONAL - SENAC CAMPO GRANDE","PARTICULAR"
"Campo Grande","URBANA","50032933","CENTRO DE EDUCACAO PROFISSIONAL - SENAC EDUARDO ELIAS ZAHRAN","PARTICULAR"
"Campo Grande","URBANA","50034383","CENTRO DE EDUCACAO PROFISSIONAL-SENAC TURISMO E GASTRONOMIA","PARTICULAR"
"Campo Grande","URBANA","50007874","CENTRO DE ENS NOSSA SENHORA AUXILIADORA","PARTICULAR"
"Campo Grande","URBANA","50007688","CENTRO DE ENSINO CAMPO-GRANDENSE - CECAMP","PARTICULAR"
"Campo Grande","URBANA","50029258","CENTRO DE ENSINO IMPACTO SS LTDA - ME","PARTICULAR"
"Campo Grande","URBANA","50034499","CENTRO DE ESTUDOS ASES DA EDUCACAO LTDA","PARTICULAR"
"Campo Grande","URBANA","50034570","CENTRO DE EXCELENCIA EM BOVINOCULTURA DE CORTE","PARTICULAR"
"Campo Grande","URBANA","50005286","CENTRO DESENV DO POTENCIAL HUMANO RAIO DE LUZ","PARTICULAR"
"Campo Grande","URBANA","50024353","CENTRO EDUCACIONAL ALCEU VIANA","PARTICULAR"
"Campo Grande","URBANA","50026402","CENTRO EDUCACIONAL CONSTRUINDO O SABER","PARTICULAR"
"Campo Grande","URBANA","50033883","CENTRO EDUCACIONAL JEAN PIAGET","PARTICULAR"
"Campo Grande","URBANA","50029282","CENTRO EDUCACIONAL LAPIS DE COR","PARTICULAR"
"Campo Grande","URBANA","50035800","CENTRO EDUCACIONAL MANOEL DE BARROS","PARTICULAR"
"Campo Grande","URBANA","50031198","CENTRO EDUCACIONAL MULTIPLA ESCOLHA","PARTICULAR"
"Campo Grande","URBANA","50005090","CENTRO EDUCACIONAL PADRAO","PARTICULAR"
"Campo Grande","URBANA","50027190","CENTRO EDUCACIONAL PAULO DE TARSO","PARTICULAR"
"Campo Grande","URBANA","50027972","CENTRO EDUCACIONAL SECULO XX","PARTICULAR"
"Campo Grande","URBANA","50027204","CENTRO EDUCACIONAL SUPERACAO","PARTICULAR"
"Campo Grande","URBANA","50031228","CENTRO EDUCACIONAL UCDC","PARTICULAR"
"Campo Grande","URBANA","50031376","CETEP PREMIER","PARTICULAR"
"Campo Grande","URBANA","50033638","CETEPS - CENTRO DE TECNOLOGIA E DE EDUCACAO PROFISSIONAL","PARTICULAR"
"Campo Grande","URBANA","50005367","CNEC - ESCOLA CENECISTA OLIVA ENCISO","PARTICULAR"
"Campo Grande","URBANA","50007467","COLEGIO ABC DE EIEF","PARTICULAR"
"Campo Grande","URBANA","50005626","COLEGIO ADVENTISTA CAMPO-GRANDENSE","PARTICULAR"
"Campo Grande","URBANA","50005618","COLEGIO ADVENTISTA JARDIM DOS ESTADOS","PARTICULAR"
"Campo Grande","URBANA","50007475","COLEGIO ALBERTO BETTENCOURT","PARTICULAR"
"Campo Grande","URBANA","50005405","COLEGIO ALEXANDER FLEMING","PARTICULAR"
"Campo Grande","URBANA","50007718","COLEGIO ALMIRANTE TAMANDARE","PARTICULAR"
"Campo Grande","URBANA","50034480","COLEGIO ALMIRANTE TAMANDARE - CCAT BABY","PARTICULAR"
"Campo Grande","URBANA","50025767","COLEGIO AMBIENTAL","PARTICULAR"
"Campo Grande","URBANA","50007521","COLEGIO ATENAS","PARTICULAR"
"Campo Grande","URBANA","50007530","COLEGIO BALAO MAGICO","PARTICULAR"
"Campo Grande","URBANA","50030582","COLEGIO BIONATUS","PARTICULAR"
"Campo Grande","URBANA","50032100","COLEGIO BIONATUS II","PARTICULAR"
"Campo Grande","URBANA","50033450","COLEGIO BIONATUS-ENSINO FUNDAMENTAL","PARTICULAR"
"Campo Grande","URBANA","50007351","COLEGIO CARLOS DRUMMOND DE ANDRADE-LTDA-ME","PARTICULAR"
"Campo Grande","URBANA","50029266","COLEGIO CBA ABC","PARTICULAR"
"Campo Grande","URBANA","50024930","COLEGIO CENTRO-OESTE","PARTICULAR"
"Campo Grande","URBANA","50031163","COLEGIO CLASSE A","PARTICULAR"
"Campo Grande","URBANA","50033239","COLEGIO CLASSE A UNIDADE II","PARTICULAR"
"Campo Grande","URBANA","50051806","COLEGIO DE ENSINO FUNDAMENTAL NOVA GERACAO","PARTICULAR"
"Campo Grande","URBANA","50030469","COLEGIO DE ENSINO MEDIO NOVA GERACAO","PARTICULAR"
"Campo Grande","URBANA","50028758","COLEGIO GERACAO 2001","PARTICULAR"
"Campo Grande","URBANA","50027956","COLEGIO HARMONIA","PARTICULAR"
"Campo Grande","URBANA","50005120","COLEGIO IMPACTO CENTRO DE ENSINO LTDA - ME","PARTICULAR"
"Campo Grande","URBANA","50069802","COLEGIO JESUS CRIANCA","PARTICULAR"
"Campo Grande","URBANA","50023900","COLEGIO LICEU","PARTICULAR"
"Campo Grande","URBANA","50028820","COLEGIO LICEU - UNID II","PARTICULAR"
"Campo Grande","URBANA","50009060","COLEGIO MARIA MONTESSORI","PARTICULAR"
"Campo Grande","URBANA","50027220","COLEGIO MODELO","PARTICULAR"
"Campo Grande","URBANA","50034537","COLEGIO MON GEANT ENSINO FUNDAMENTAL I E II LTDA","PARTICULAR"
"Campo Grande","URBANA","50030116","COLEGIO NOTA 10 - GARCAS I","PARTICULAR"
"Campo Grande","URBANA","50032127","COLEGIO NOTA 10 - GARCAS II","PARTICULAR"
"Campo Grande","URBANA","50033000","COLEGIO NOTA 10 - GARCAS III","PARTICULAR"
"Campo Grande","URBANA","50028987","COLEGIO NOVA DIMENSAO SS LTDA","PARTICULAR"
"Campo Grande","URBANA","50023918","COLEGIO NOVA DIMENSAO UNIDADE I","PARTICULAR"
"Campo Grande","URBANA","50007890","COLEGIO OSWALDO TOGNINI","PARTICULAR"
"Campo Grande","URBANA","50005278","COLEGIO PINTE O SETE","PARTICULAR"
"Campo Grande","URBANA","50027590","COLEGIO POLI","PARTICULAR"
"Campo Grande","URBANA","50034685","COLEGIO PRIMAVERA","PARTICULAR"
"Campo Grande","URBANA","50007912","COLEGIO PROFª MARIA LAGO BARCELLOS","PARTICULAR"
"Campo Grande","URBANA","50007920","COLEGIO RAUL SANS DE MATOS","PARTICULAR"
"Campo Grande","URBANA","50033611","COLEGIO REFFERENCIAL","PARTICULAR"
"Campo Grande","URBANA","50028510","COLEGIO RUI BARBOSA","PARTICULAR"
"Campo Grande","URBANA","50034162","COLEGIO RUI BARBOSA -UNIDADE AERO RANCHO","PARTICULAR"
"Campo Grande","URBANA","50007858","COLEGIO SALESIANO DOM BOSCO","PARTICULAR"
"Campo Grande","URBANA","50026631","COLEGIO SAO FRANCISCO EIEFM","PARTICULAR"
"Campo Grande","URBANA","50023926","COLEGIO SECULO XXI EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","PARTICULAR"
"Campo Grande","URBANA","50009141","COLEGIO STATUS - JARDIM PAULISTA","PARTICULAR"
"Campo Grande","URBANA","50025139","COLEGIO SUCESSO","PARTICULAR"
"Campo Grande","URBANA","50005200","COLEGIO TICTAC E INSTITUTO PENRABEL","PARTICULAR"
"Campo Grande","URBANA","50007971","COLEGIO TIRADENTES","PARTICULAR"
"Campo Grande","URBANA","50029673","COLEGIO VIDA E LUZ","PARTICULAR"
"Campo Grande","URBANA","50029657","COLEGIO VIDA FELIZ","PARTICULAR"
"Campo Grande","URBANA","50028227","COLEGIO VIP","PARTICULAR"
"Campo Grande","URBANA","50026771","COLEGO NOTA 10 FELIZ IDADE","PARTICULAR"
"Campo Grande","URBANA","50028650","CONSERVATORIO MUSICAL CAMPO GRANDE","PARTICULAR"
"Campo Grande","URBANA","50026330","CORI-CENTRO DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","PARTICULAR"
"Campo Grande","URBANA","50038605","CRECHE NOSSA SENHORA AUXILIADORA - I E II","PARTICULAR"
"Campo Grande","URBANA","50024990","CRECHE SANTA FE","PARTICULAR"
"Campo Grande","URBANA","50071807","CROE - SONHO ENCANTADO","PARTICULAR"
"Campo Grande","URBANA","50036009","DESAFIO CENTRO EDUCACIONAL","PARTICULAR"
"Campo Grande","URBANA","50038206","EDUCANDARIO ESPIRITA BLAISE PASCAL","PARTICULAR"
"Campo Grande","URBANA","50028766","EEI TURMINHA DO PIU-PIU E EF EL - SHADAI","PARTICULAR"
"Campo Grande","URBANA","50028553","EEIEF ALTERNATIVA","PARTICULAR"
"Campo Grande","URBANA","50027352","EEIEF PARADIGMA","PARTICULAR"
"Campo Grande","URBANA","50025759","EEIEFM GENERAL OSORIO","PARTICULAR"
"Campo Grande","URBANA","50007904","ELITE MACE","PARTICULAR"
"Campo Grande","URBANA","50025058","ENERGIA EEIEF","PARTICULAR"
"Campo Grande","URBANA","50025120","ESC EVANGELICA PASTOR HILARIO COLOGNESI","PARTICULAR"
"Campo Grande","URBANA","50034430","ESCOLA ABC JUNIOR","PARTICULAR"
"Campo Grande","URBANA","50033085","ESCOLA ACOLHER","PARTICULAR"
"Campo Grande","URBANA","50034120","ESCOLA AFETIVA","PARTICULAR"
"Campo Grande","URBANA","50007491","ESCOLA AMARELINHA - COLEGIO YELLOW","PARTICULAR"
"Campo Grande","URBANA","50029290","ESCOLA ANTONIO LUIZ PEREIRA","PARTICULAR"
"Campo Grande","URBANA","50032755","ESCOLA ATITUDE","PARTICULAR"
"Campo Grande","URBANA","50032887","ESCOLA ATIVA","PARTICULAR"
"Campo Grande","URBANA","50007750","ESCOLA ATUAL EIEF","PARTICULAR"
"Campo Grande","URBANA","50030981","ESCOLA BETANIA","PARTICULAR"
"Campo Grande","URBANA","50024604","ESCOLA CAMINHO DO SABER","PARTICULAR"
"Campo Grande","URBANA","50027891","ESCOLA CARROSSEL EDUCAMP","PARTICULAR"
"Campo Grande","URBANA","50005316","ESCOLA CARROSSEL NOVO ESTILO","PARTICULAR"
"Campo Grande","URBANA","50034073","ESCOLA CONQUISTA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL EIRELE-ME","PARTICULAR"
"Campo Grande","URBANA","50007629","ESCOLA CRESCENDO EIEF","PARTICULAR"
"Campo Grande","URBANA","50026720","ESCOLA CRIATIBRINCANDO DE EIEF LTDA","PARTICULAR"
"Campo Grande","URBANA","50072803","ESCOLA CRIATIVIDADE","PARTICULAR"
"Campo Grande","URBANA","50028480","ESCOLA CURUMIM","PARTICULAR"
"Campo Grande","URBANA","50022920","ESCOLA DE DESENVOLVIMENTO ESPECIAL JULIANO FERNANDES VARELA","PARTICULAR"
"Campo Grande","URBANA","50034219","ESCOLA DE EDUCACAO FUNDAMENTAL ALFA LTDA -ME","PARTICULAR"
"Campo Grande","URBANA","50034227","ESCOLA DE EDUCACAO FUNDAMENTAL BETA LTDA -ME","PARTICULAR"
"Campo Grande","URBANA","50005022","ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL ALICERCE","PARTICULAR"
"Campo Grande","URBANA","50032143","ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL MIL CONTOS","PARTICULAR"
"Campo Grande","URBANA","50007661","ESCOLA DE EDUCACAO INFANTIL FAZ DE CONTA","PARTICULAR"
"Campo Grande","URBANA","50078810","ESCOLA DE EIEF GAL OSORIO - UNID II","PARTICULAR"
"Campo Grande","URBANA","50034197","ESCOLA DE ENSINO MEDIO GAMA LTDA - ME","PARTICULAR"
"Campo Grande","URBANA","50030787","ESCOLA DESPERTAR","PARTICULAR"
"Campo Grande","URBANA","50027182","ESCOLA DESPERTAR DE ENSINO FUNDAMENTAL","PARTICULAR"
"Campo Grande","URBANA","50009168","ESCOLA DO SESC CAMILLO BONI","PARTICULAR"
"Campo Grande","URBANA","50026429","ESCOLA DO SESI CAMPO GRANDE","PARTICULAR"
"Campo Grande","URBANA","50007998","ESCOLA DOMUS AUREA","PARTICULAR"
"Campo Grande","URBANA","50008080","ESCOLA ESPECIAL COLIBRI","PARTICULAR"
"Campo Grande","URBANA","50008064","ESCOLA ESPECIAL RAIO DE SOL","PARTICULAR"
"Campo Grande","URBANA","50038400","ESCOLA ESPIRITA ANALIA FRANCO","PARTICULAR"
"Campo Grande","URBANA","50042807","ESCOLA ESTACAO CRIANCA","PARTICULAR"
"Campo Grande","URBANA","50009052","ESCOLA GAPPE","PARTICULAR"
"Campo Grande","URBANA","50007483","ESCOLA IDEAL","PARTICULAR"
"Campo Grande","URBANA","50009133","ESCOLA INOVACAO","PARTICULAR"
"Campo Grande","URBANA","50028855","ESCOLA INTEGRADA HORIZONTE","PARTICULAR"
"Campo Grande","URBANA","50034413","ESCOLA MARIE STEINER","PARTICULAR"
"Campo Grande","URBANA","50033107","ESCOLA MON PETIT","PARTICULAR"
"Campo Grande","URBANA","50033573","ESCOLA MON PETIT KIDS - AJEL EDUCACIONAL - EPP","PARTICULAR"
"Campo Grande","URBANA","50027166","ESCOLA MUNDO MAGICO E INSTITUTO MACHADO DE ASSIS","PARTICULAR"
"Campo Grande","URBANA","50007700","ESCOLA NAZARE EIEF","PARTICULAR"
"Campo Grande","URBANA","50070800","ESCOLA PADRAO LTDA","PARTICULAR"
"Campo Grande","URBANA","50033425","ESCOLA PLANETA CRIANCA","PARTICULAR"
"Campo Grande","URBANA","50033441","ESCOLA PRIMEIRA INFANCIA","PARTICULAR"
"Campo Grande","URBANA","50007424","ESCOLA RAIO DE SOL","PARTICULAR"
"Campo Grande","URBANA","50034022","ESCOLA SENAI DA CONSTRUCAO","PARTICULAR"
"Campo Grande","URBANA","50024540","ESCOLA SONHO MEU","PARTICULAR"
"Campo Grande","URBANA","50033247","ESCOLA TECNICA EDUCA","PARTICULAR"
"Campo Grande","URBANA","50007823","ESCOLA TURMA DA MONICA","PARTICULAR"
"Campo Grande","URBANA","50007432","ESCOLA URSINHO PANDA","PARTICULAR"
"Campo Grande","URBANA","50007831","ESCOLA VISCONDE DE CAIRU","PARTICULAR"
"Campo Grande","URBANA","50031147","ESPACO EDUCACIONAL INTERAGIR","PARTICULAR"
"Campo Grande","URBANA","50023888","ESPACO LIVRE EIEF","PARTICULAR"
"Campo Grande","URBANA","50028782","FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE","PARTICULAR"
"Campo Grande","URBANA","50033018","FACULDADE ESTACIO DE SA DE CAMPO GRANDE","PARTICULAR"
"Campo Grande","URBANA","50034561","GEMS - CENTRO EDUCACIONAL MS LTDA - EDC - ESCOLA DE CURSOS","PARTICULAR"
"Campo Grande","URBANA","50026232","IEMS - INSTITUTO DE EDUCACAO PROFESSORA MARISA SERRANO","PARTICULAR"
"Campo Grande","URBANA","50009079","INST SMG CEGOS FLORIVALDO VARGAS - ISMAC","PARTICULAR"
"Campo Grande","URBANA","50031783","INSTITUICAO DE ENSINO GENERAL OSORIO","PARTICULAR"
"Campo Grande","URBANA","50008030","INSTITUICAO DE ENSINO LATINO AMERICANO","PARTICULAR"
"Campo Grande","URBANA","50031104","INSTITUICAO MAXIMA DE EDUCACAO PRE-ESCOLAR E 1º GRAU","PARTICULAR"
"Campo Grande","URBANA","50029940","INSTITUTO BATISTA DE EDUCACAO ERILASIO NOGUEIRA","PARTICULAR"
"Campo Grande","URBANA","50033735","INSTITUTO DA CRIANCA E DO ADOLESCENTE PRIMEIROS PASSOS","PARTICULAR"
"Campo Grande","URBANA","50022890","INSTITUTO DE EDUC HARMONIA UNIDADE II","PARTICULAR"
"Campo Grande","URBANA","50033930","INSTITUTO DE EDUCACAO COOPERAR LTDA","PARTICULAR"
"Campo Grande","URBANA","50009095","INSTITUTO DE EDUCACAO HARMONIA - UNID I","PARTICULAR"
"Campo Grande","URBANA","50081802","INSTITUTO DE EDUCACAO PARALELLUS","PARTICULAR"
"Campo Grande","URBANA","50007769","INSTITUTO DE ENSINO E PESQUISA EDUCARTE","PARTICULAR"
"Campo Grande","URBANA","50005260","INSTITUTO EDUCACIONAL PAULO FREIRE","PARTICULAR"
"Campo Grande","URBANA","50007505","INSTITUTO EDUCAP","PARTICULAR"
"Campo Grande","URBANA","50027239","INSTITUTO JOAO BATISTA DE ENSINO","PARTICULAR"
"Campo Grande","URBANA","50031813","INSTITUTO LIBERA LIMES","PARTICULAR"
"Campo Grande","URBANA","50009087","INSTITUTO MAXIMA DE EDUCACAO LTDA - ME","PARTICULAR"
"Campo Grande","URBANA","50030604","LAR CRECHE NOSSA SENHORA DO PERPETUO SOCORRO","PARTICULAR"
"Campo Grande","URBANA","50026739","LAR NOSSA SENHORA APARECIDA","PARTICULAR"
"Campo Grande","URBANA","50033875","LE IRDAK","PARTICULAR"
"Campo Grande","URBANA","50033743","MAPLE BEAR","PARTICULAR"
"Campo Grande","URBANA","50033921","MATERNA BERCARIO LTDA EPP","PARTICULAR"
"Campo Grande","URBANA","50007742","METROPOLITANO INST DE EDUC E CULTURA","PARTICULAR"
"Campo Grande","URBANA","50060015","NOVAESCOLA","PARTICULAR"
"Campo Grande","URBANA","50007734","O CASULO ESTABELECIMENTO DE ENSINO","PARTICULAR"
"Campo Grande","URBANA","50027360","OBRAS SOCIAIS E COMUNITARIA DO AERO RANCHO","PARTICULAR"
"Campo Grande","URBANA","50057804","OPCAO - CENTRO DE EDUCACAO INFANTIL","PARTICULAR"
"Campo Grande","URBANA","50026321","RECRIANDO INSTITUTO DE EIEF","PARTICULAR"
"Campo Grande","URBANA","50028154","SESC ESCOLA HORTO","PARTICULAR"
"Campo Grande","URBANA","50026755","SIEDEM - SIST INDIV ENS DESENV EMOCIONAL","PARTICULAR"
"Campo Grande","URBANA","50023446","SOCIEDADE ASSISTENCIAL MEIMEI CASA DA CRIANCA MEIMEI","PARTICULAR"
"Campo Grande","URBANA","50027948","SOCIEDADE EUNICE WEAVER DE CAMPO GRANDE","PARTICULAR"
